IA Control,CCI,SRGID,STIGID,SRG Requirement,Requirement,SRG VulDiscussion,VulDiscussion,Status,SRG Check,Check,SRG Fix,Fix,Severity,Mitigation,Artifact Description,Status Justification
SI-2 (6),CCI-002617,SRG-APP-000454-CTR-001110,,The container platform must remove old components after updated versions have been installed.,Prisma Cloud Compute must be running the latest release,"Previous versions of container platform components that are not removed from the container platform after updates have been installed may be exploited by adversaries by causing older components to execute which contain vulnerabilities. When these components are deleted, the likelihood of this happening is removed.",Prisma Cloud Compute releases are distributed as docker images. Each release updates or removes components as needed based upon the vulnerabilities associated with the component or the functional need of the component.,Applicable - Configurable,"Review container platform registry documentation and configuration to determine if organization-defined images contains latest approved vendor software image version. 

If organization-defined images do not contain the latest approved vendor software image version, this is a finding. 

Review container platform registry documentation and configuration to determine if organization-defined images are removed after updated versions have been installed. 

If organization-defined images are not removed after updated versions have been installed, this is a finding. 

Review container platform runtime documentation and configuration to determine if organization-define images are executing latest image version from the container platform registry. 

If container platform runtime is not executing latest organization-defined images from the container platform registry, this is a finding.","Navigate to the Prisma Cloud Compute Console, in the top right corner click the bell icon. If there is a newer version this is a finding ",Configure the container platform registry to update organization-defined images with current approved vendor version and remove obsolete images after updated versions have been installed. Configure the container platform runtime to execute latest organization-defined images from the container platform registry.,Upgrade the Prisma Cloud Compute Console and Defenders according to published procedures,CAT II,For Prisma Cloud Compute running in isolated environments version information is posted https://docs.twistlock.com/docs/releases/release-information/latest.html#,https://docs.twistlock.com/docs/compute_edition/upgrade/upgrade_process_self_hosted.html,This is for the updating of Prisma Cloud Compute specifically. Vulnerability rules can be created to help the organization define when an image is not longer allowed based upon the vulnerability posture of the image. https://blog.paloaltonetworks.com/prisma-cloud/continuous-authority-operate/
SI-2 (6),CCI-002617,SRG-APP-000454-CTR-001115,,The container platform registry must remove old container images after updating versions have been made available.,,"Obsolete and stale images need to be removed from the registry to ensure the container platform maintains a secure posture. While the storing of these images does not directly pose a threat, they do increase the likelihood of these images being deployed. Removing stale or obsolete images and only keeping the most recent versions of those that are still in use removes any possibility of vulnerable images being deployed.",,Not Applicable,"Review container platform registry documentation and configuration to determine if organization-defined images contains latest approved vendor software image version. 

If organization-defined images do not contain the latest approved vendor software image version, this is a finding. 

Review container platform registry documentation and configuration to determine if organization-defined images are removed after updated versions have been installed. 

If organization-defined images are not removed after updated versions have been installed, this is a finding. 

Review container platform runtime documentation and configuration to determine if organization-defined images are executing latest image version from the container registry. 

If container platform runtime is not executing latest organization-defined images from the container platform registry, this is a finding.",,Configure the container platform registry to update organization-defined images with current approved vendor version and remove obsolete images after updated versions have been installed. Configure the container platform runtime to execute latest organization-defined images from the container platform registry.,,CAT II,,,Prisma Cloud Compute does not have a container registry feature.
SI-2 c,CCI-002605,SRG-APP-000456-CTR-001125,,"The container platform registry must contain the latest images with most recent updates and execute within the container platform runtime as authorized by IAVM, CTOs, DTMs, and STIGs. ",Prisma Cloud Compute must be configured to scan the organizations container registries,"Software supporting the container platform, images in the registry must stay up to date with the latest patches, service packs, and hot fixes. Not updating the container platform and container images will expose the organization to vulnerabilities.

Flaws discovered during security assessments, continuous monitoring, incident response activities, or information system error handling must also be addressed expeditiously.

Organization-defined time periods for updating security-relevant container platform components may vary based on a variety of factors including, for example, the security category of the information system or the criticality of the update (i.e., severity of the vulnerability related to the discovered flaw).

This requirement will apply to software patch management solutions that are used to install patches across the enclave and to applications themselves that are not part of that patch management solution. For example, many browsers today provide the capability to install their own patch software. Patch criticality, as well as system criticality will vary. Therefore, the tactical situations regarding the patch management process will also vary. This means that the time period utilized must be a configurable parameter. Time frames for application of security-relevant software updates may be dependent upon the Information Assurance Vulnerability Management (IAVM) process.

The container platform components will be configured to check for and install security-relevant software updates within an identified time period from the availability of the update. The container platform registry will ensure the images are current. The specific time period will be defined by an authoritative source (e.g., IAVM, CTOs, DTMs, and STIGs).",Constant scanning of images within an organizations container platform registry will ensure the organization is aware of existing and emerging vulnerabilities within their utilized repositories.,Applicable - Configurable,"Review documentation and configuration to determine if the container platform registry inspects and contains approved vendor repository latest images containing security-relevant updates within a timeframe directed by an authoritative source (IAVM, CTOs, DTMs, STIGs, etc.). 

If the container platform registry does not contain the latest image with security-relevant updates within the time period directed by the authoritative source, this is a finding.

The container platform registry should help the user understand where the code in the environment was deployed from, and must provide controls that prevent deployment from untrusted sources or registries.",Navigate to Prisma Cloud Compute Console’s -Defend -Vulnerabilities -Images -Registry settings if a registry used within the environment is not listed this is a finding,Configure the container platform registry to use approved vendor repository to ensure latest images containing security-relevant updates are installed.,Add the registries used by environment to the Prisma Cloud Compute Console’s -Defend -Vulnerabilities -Images -Registry,CAT II,,https://docs.twistlock.com/docs/compute_edition/vulnerability_management/registry_scanning.html,"The frequency of the scanning of the registry should be a STIG setting in my opinion

https://docs.twistlock.com/docs/compute_edition/configure/configure_scan_intervals.html"
SI-2 c,CCI-002605,SRG-APP-000456-CTR-001130,,"The container platform runtime must have updates installed within the time period directed by an authoritative source (e.g., IAVM, CTOs, DTMs, and STIGs).",Prisma Cloud Compute’s Intelligence Stream must be kept up to date.,"The container platform runtime must be carefully monitored for vulnerabilities, and when problems are detected, they must be remediated quickly. A vulnerable runtime exposes all containers it supports, as well as the host itself, to potentially significant risk. Organizations should use tools to look for Common Vulnerabilities and Exposures (CVEs) vulnerabilities in the runtimes deployed, to upgrade any instances at risk, and to ensure that orchestrators only allow deployments to properly maintained runtimes.",The latest vulnerability and threat information is pulled by the Prisma Cloud Compute Console from the Intelligence Stream (intelligence.twistlock.com). The Prisma Cloud Intelligence Stream provides timely vulnerability data collected and processed from a variety of certified upstream sources. ,Applicable - Configurable,"Review documentation and configuration to determine if the container platform registry inspects and contains approved vendor repository latest images containing security-relevant updates within a timeframe directed by an authoritative source (IAVM, CTOs, DTMs, STIGs, etc.). 

If the container platform registry does not contain the latest image with security-relevant updates within the time period directed by the authoritative source, this is a finding.

The container platform registry should help the user understand where the code in the environment was deployed from and must provide controls that prevent deployment from untrusted sources or registries.",Navigate to Prisma Cloud Compute Console’s -Manage -System -Intelligence if the status is “disconnected” or the last update is over 24 hours old this is a finding,Configure the container platform registry to use approved vendor repository to ensure latest images containing security-relevant updates are installed within the time period directed by the authoritative source.,Configure Prisma Cloud Compute’s Console to either automatically pull Intelligence Stream updates or develop process for the retrieval and distribution of updates.,CAT II,Prisma Cloud Compute ships configured for the Console to attempt connection to public Intelligence Stream endpoint (intelligence.twistlock.com),https://docs.twistlock.com/docs/compute_edition/tools/update_intel_stream_offline.html,Prisma Cloud Compute Intelligence Stream can support large deployments in isolated environments. https://blog.paloaltonetworks.com/prisma-cloud/threat-intelligence-isolated-environments/
SI-6 a,CCI-002696,SRG-APP-000472-CTR-001170,,The organization-defined role must verify correct operation of security functions in the container platform.,Configuration of Prisma Cloud Compute must be continuously verified,"Without verification, security functions may not operate correctly and this failure may go unnoticed within the container platform. The container platform components must identity and ensure the security functions are still operational and applicable to the organization.

Security functions are responsible for enforcing the system security policy and supporting the isolation of code and data on which the protection is based. Security functionality includes, but is not limited to, establishing system accounts, configuring access authorizations (i.e., permissions, privileges), setting events to be audited, and setting intrusion detection parameters.

Notifications provided by information systems include, for example, electronic alerts to system administrators.","Prisma Cloud Compute’s configurations must be monitored for configuration drift and addressed according to organizational policy. Ensure that the default vulnerability, compliance and runtime policies are enabled. ",Applicable - Configurable,"Review container platform documentation and configuration verification of the correct operation of security functions, which may include the valid connection to an external security manager (ESM). 

If verification of the correct operation of security functions is not performed, this is a finding.","Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Functions - CI - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Functions - Functions - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Hosts - Running hosts - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Hosts - VM images - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Code repositories - Repositories - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Code repositories - CI - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Images - CI - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Vulnerabilities - Images - Deploy - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Compliance - Functions - CI - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Compliance - Functions - Functions - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Compliance - Hosts - Running hosts - Default - alert on critical and high is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Compliance - Hosts - VM images - Default - alert on critical and high is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Compliance - Code repositories - Repositories - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Compliance - Code repositories - CI - Default - alert all components is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Compliance - Containers &and images - CI - Default - alert on critical and high is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend -Compliance - Containers and images - Deploy - Default - alert on critical and high is disabled this is a finding


Navigate to Prisma Cloud Compute Console’s - Defend - Runtime - Host policy : Default - alert on suspicious runtime behavior is disabled this is a finding

Navigate to Prisma Cloud Compute Console’s - Defend - Runtime - Container policy : Default - alert on suspicious runtime behavior is disabled this is a finding",Configure the container platform configuration and installation settings to perform verification of the correct operation of security functions.,Of the checks that failed enabled the associated policy,CAT II,,https://docs.prismacloudcompute.com/docs/compute_edition_21_04/configure/rule_ordering_pattern_matching.html,
SI-6 b,CCI-002699,SRG-APP-000473-CTR-001175,,"The container platform must perform verification of the correct operation of security functions: upon system startup and/or restart; upon command by a user with privileged access; and/or every 30 days. Security functionality includes, but is not limited to, establishing system accounts, configuring access authorizations (i.e., permissions, privileges), setting events to be audited, and setting intrusion detection parameters.",Configuration of Prisma Cloud Compute must be continuously verified,"Without verification, security functions may not operate correctly and this failure may go unnoticed within the container platform.

Security functions are responsible for enforcing the system security policy and supporting the isolation of code and data on which the protection is based. Security functionality includes, but is not limited to, establishing system accounts, configuring access authorizations (i.e., permissions, privileges), setting events to be audited, and setting intrusion detection parameters.

Notifications provided by information systems include, for example, electronic alerts to organization-defined role.",Prisma Cloud Compute’s configuration of Defender deployment must be monitored to ensure the proper coverage of monitoring and protection of the environment is in accordiance to organizational policy,Applicable - Configurable,"Review container platform documentation.

Verify that the container platform is configured to perform verification of the correct operation of security functions, which may include the valid connection to an external security manager (ESM), upon product startup/restart, by a user with privileged access, and/or every 30 days.

If it is not, this is a finding.",Navigate to Prisma Cloud Compute Console’s - Manage - Defenders - Manage to determine the deployment status of the Defenders. If a Defender is not deployed to an intended workload(s) to be protected this is a finding.,"Configure the container platform to perform verification of the correct operation of security functions, which may include the connection validation, upon product startup/restart, or by a user with privileged access, and/or every 30 days.",Deploy Defender to containerization node. Navigate to Prisma Cloud Compute Manage -Defenders -Deploy and selected the method of Defender deployment,CAT II,,,
SI-6 d,CCI-002702,SRG-APP-000474-CTR-001180,,The container platform must provide system notifications to the system administrator and operational staff when anomalies in the operation of the organization-defined security functions are discovered.,Configuration of Prisma Cloud Compute must be continuously verified,"If anomalies are not acted upon, security functions may fail to secure the container within the container platform runtime.

Security functions are responsible for enforcing the system security policy and supporting the isolation of code and data on which the protection is based. Security functionality includes, but is not limited to, establishing system accounts, configuring access authorizations (i.e., permissions, privileges), setting events to be audited, and setting intrusion detection parameters.

Notifications provided by information systems include, for example, electronic alerts to system administrators.",Prisma Cloud Compute’s administrative events must be monitored for configuration drift and addressed according to organizational policy,Applicable - Configurable,"Review container platform runtime documentation and configuration settings. 

If the container platform is not configured to notify organization-defined information system role when anomalies in the operation of security functions as defined by site security plan are discovered, this is a finding.","
If the organization does not monitor the administrative audits of the Prisma Cloud Compute platform this is a finding.",Configure the container platform runtime to notify system administrator and operation staff when anomalies in the operation of the security functions as defined in site security plan are discovered.,"Establish organization policy to ensure Prisma Cloud Compute administrative audits are performed. Prisma Cloud Compute can be configured to disseminate administrative events to 3rd party notification tools.

Review Prisma Cloud Compute Console’s -Manage -Alerts -Logging -Syslog configuration  

Review Prisma Cloud Compute Console’s -Manage -Alerts -Manage alert provider(s) configuration",CAT II,,"https://docs.twistlock.com/docs/compute_edition/audit/logging.html

https://docs.twistlock.com/docs/compute_edition/alerts/alerts.html",
AU-12 c,CCI-000172,SRG-APP-000492-CTR-001220,,The container platform must generate audit records when successful/unsuccessful attempts to access security objects occur.,Prisma Cloud Compute administrative activity must be audited,"The container platform and its components must generate audit records when successful and unsuccessful access security objects occur. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.

Without audit record generation access controls levels can access by unauthorized users unknowingly for malicious intent creating vulnerabilities within the container platform.",Prisma Cloud Compute’s audits are in RFC5424-compliant format,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated on successful/unsuccessful attempts to access security objects. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records when successful/unsuccessful attempts to access security objects occur.,,CAT II,Organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting of access to security objects,https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html,
AU-12 c,CCI-000172,SRG-APP-000493-CTR-001225,,The container platform must generate audit records when successful/unsuccessful attempts to access security levels occur.,Prisma Cloud Compute must audit successful/unsuccessful access attempts,"Unauthorized users could access the security levels to exploit vulnerabilities within the container platform component. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.

Without audit record generation, unauthorized users can access security levels unknowingly for malicious intent creating vulnerabilities within the container platform.",Prisma Cloud Compute’s audits are in RFC5424-compliant format,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated on successful/unsuccessful attempts to access security levels. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records when successful/unsuccessful attempts to access security levels occur.,Review Prisma Cloud Compute Console’s -Manage -Alerts -Manage alert provider(s) configuration,CAT II,Organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting of access to security objects,https://docs.twistlock.com/docs/compute_edition/howto/review_debug_logs.html,
AU-12 c,CCI-000172,SRG-APP-000494-CTR-001230,,"The container platform must generate audit records when successful/unsuccessful attempts to access categories of information (e.g., classification levels) occur.",Prisma Cloud Compute must audit successful/unsuccessful access attempts,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident, or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",Prisma Cloud Compute’s audits are in RFC5424-compliant format,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated on successful/unsuccessful attempts to access categories of information. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records on successful/unsuccessful attempts to access categories of information.,,CAT II,Organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting of access to security objects,https://docs.twistlock.com/docs/compute_edition/howto/review_debug_logs.html,
AU-12 c,CCI-000172,SRG-APP-000495-CTR-001235,,The container platform must generate audit records when successful/unsuccessful attempts to modify privileges occur.,Prisma Cloud Compute must audit the modification of user / group privileges,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident, or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",Prisma Cloud Compute’s audits are in RFC5424-compliant format,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated on successful/unsuccessful attempts to modify privileges. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records on successful/unsuccessful attempts to modify privileges.,,CAT II,Organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting of access to security objects,https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html,
AU-12 c,CCI-000172,SRG-APP-000496-CTR-001240,,The container platform must generate audit records when successful/unsuccessful attempts to modify security objects occur.,Prisma Cloud Compute must audit the modification of security objects,"The container platform and its components must generate audit records when modifying security objects. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.

Without audit record generation, unauthorized users can modify security objects unknowingly for malicious intent creating vulnerabilities within the container platform.",Prisma Cloud Compute’s audits are in RFC5424-compliant format,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated on successful/unsuccessful attempts to modify security objects. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records when successful/unsuccessful attempts to modify security objects.,,CAT II,Organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting of access to security objects,https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html,
AU-12 c,CCI-000172,SRG-APP-000497-CTR-001245,,The container platform must generate audit records when successful/unsuccessful attempts to modify security levels occur.,Prisma Cloud Compute must audit the modification of user / group role assignment,"Unauthorized users could modify the security levels to exploit vulnerabilities within the container platform component. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.

Without audit record generation, unauthorized users can modify security levels unknowingly for malicious intent creating vulnerabilities within the container platform.",Prisma Cloud Compute’s audits are in RFC5424-compliant format,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated on successful/unsuccessful attempts to modify security levels. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records when successful/unsuccessful attempts to modify security levels.,,CAT II,Organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting of access to security objects,https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html,
AU-12 c,CCI-000172,SRG-APP-000498-CTR-001250,,"The container platform must generate audit records when successful/unsuccessful attempts to modify categories of information (e.g., classification levels) occur.",Prisma Cloud Compute must audit the creation and/or modification of Collections,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident, or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).","Prisma Cloud Compute Collections are predefined filters for segments of your environment. They’re centrally defined, and they’re used in rules and views across the product.",Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated when successful/unsuccessful attempts are made to modify categories of information. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records when successful/unsuccessful attempts are made to modify categories of information.,,CAT II,"Creation, modification and deletion of Collections is captured within the Console logs. The organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting.",https://docs.twistlock.com/docs/compute_edition/howto/review_debug_logs.html,
AU-12 c,CCI-000172,SRG-APP-000499-CTR-001255,,The container platform must generate audit records when successful/unsuccessful attempts to delete privileges occur.,Prisma Cloud Compute must audit the deletion of user / group role assignment,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident, or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",Auditing the rights assignments to Prisma Cloud Compute uses and groups can be used to facilitate incident responses  ,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated when successful/unsuccessful attempts are made to delete privileges. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records when successful/unsuccessful attempts are made to delete privileges occur.,,CAT II,Organization should implement SIEM integration with Prisma Cloud Compute to ensure timely alerting of the changing of user and group rights assignments,https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html,
AU-12 c,CCI-000172,SRG-APP-000500-CTR-001260,,The container platform must generate audit records when successful/unsuccessful attempts to delete security levels occur.,Prisma Cloud Compute must audit the deletion of a role,"The container platform and its components must generate audit records when deleting security levels. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.

Without audit record generation, unauthorized users can delete security levels unknowingly for malicious intent creating vulnerabilities within the container platform.",Prisma Cloud Compute allow the deletion of a custom role. Auditing the deletion of a custom rule ensures the integrity of the system,Applicable - Inherently Meets,"Review the container platform configuration to verify audit records are generated on successful/unsuccessful attempts to delete security levels. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records when successful/unsuccessful attempts to delete security levels.,,CAT II,The organization should create policy corresponding to the use of custom roles and should implement SIEM integration to monitor the deletion of the custom roles.,https://docs.twistlock.com/docs/compute_edition/authentication/user_roles.html,The default Prisma Cloud Compute roles cannot be deleted. Only custom roles can be deleted
AU-12 c,CCI-000172,SRG-APP-000501-CTR-001265,,The container platform must generate audit records when successful/unsuccessful attempts to delete security objects occur.,Prisma Cloud Compute must audit administrative events that successfully or unsuccessfully delete security objects.,"Unauthorized users modify level the security levels to exploit vulnerabilities within the container platform component. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.

Without audit record generation, unauthorized users can access delete security objects unknowingly for malicious intent creating vulnerabilities within the container platform.",Prisma Cloud Compute audits all administrative events can be used to determine the successful or unsuccessful deletion of a security object,Applicable - Inherently Meets,"Review the container platform configuration to determine if audit records are generated on successful/unsuccessful attempts to delete security objects occur. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records on successful/unsuccessful attempts to delete security objects occur.,,CAT II,It is recommended organization should implement SIEM integration to monitor the deletion of the security objects.,https://docs.prismacloudcompute.com/docs/compute_edition_21_04/audit/audit_admin_activity.html,All administrative event audits are rendered in the Prisma Cloud Compute Console’s - Manage - View logs -History 
AU-12 c,CCI-000172,SRG-APP-000502-CTR-001270,,"The container platform must generate audit records when successful/unsuccessful attempts to delete categories of information (e.g., classification levels) occur.",Prisma Cloud Compute must audit the deletion of Collections,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident, or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).","Prisma Cloud Compute Collections are predefined filters for segments of your environment. They’re centrally defined, and they’re used in rules and views across the product.",Applicable - Inherently Meets,"Review the container platform configuration to determine if audit records are generated on successful/unsuccessful attempts to delete categories of information occur. 

If audit records are not generated, this is a finding.",,Configure the container platform to generate audit records on successful/unsuccessful attempts to delete categories of information occur.,,CAT II,The organization should create policy corresponding to the use of custom roles and should implement SIEM integration to monitor the deletion of Collections.,https://docs.twistlock.com/docs/compute_edition/howto/review_debug_logs.html,
AU-12 c,CCI-000172,SRG-APP-000503-CTR-001275,,The container platform must generate audit records when successful/unsuccessful logon attempts occur.,Prisma Cloud Compute must audit all logon attempts.,"The container platform and its components must generate audit records when successful and unsuccessful logon attempts occur. The information system can determine if an account is compromised or is in the process of being compromised and can take actions to thwart the attack. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.",Monitoring all authentication failed and successful will ensure the safe and intended operation of Prisma Cloud Compute. ,Applicable - Inherently Meets,"Review the container platform configuration for audit logon events. 

Ensure audit policy for successful and unsuccessful logon events are enabled. 

Verify events are written to the log. 

Validate system documentation is current. 

If logon attempts do not generate log records, this is a finding.",,"Configure the container platform registry, keystore, and runtime to generate audit log for successful and unsuccessful logon for any all accounts and services. Revise all applicable system documentation.",,CAT II,,https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html,All authentications to the Console will be audited and can be viewed within the Prisma Cloud Compute’s Console’s Mange -View Logs -History both failed and successful logon will appear with type = login
AU-12 c,CCI-000172,SRG-APP-000504-CTR-001280,,The container platform must generate audit record for privileged activities.,Prisma Cloud Compute must audit all administrative activities,"The container platform components will generate audit records for privilege activities and container platform runtime, registry, and keystore must generate access audit records to detect possible malicious intent. All the components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. It would be difficult to establish, correlate, and investigate events relating to an incident or identify those responsible without these activities. Audit records can be generated from various components within the container platform.",The auditing of all privileged activities will ensure the safe and intended operation of Prisma Cloud Compute. ,Applicable - Inherently Meets,"Review the documentation and configuration guides to determine if the container platform generates log records for privileged activities. 

If log records are not generated for privileged activities, this is a finding.",,Configure the container platform to generate log records for privileged activities.,,CAT II,,https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html,
AU-12 c,CCI-000172,SRG-APP-000505-CTR-001285,,The container platform audit records must record user access start and end times.,Prisma Cloud Compute must Audit user login and logout times,"The container platform must generate audit records showing start and end times for users and services acting on behalf of a user accessing the registry and keystore. These components must use the same standard so that the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.",The ability to monitor a users login and logout timestamps will ensure the safe and intended operation of Prisma Cloud Compute. ,Applicable - Inherently Meets,"Review the container platform configuration for audit user access start and end times. 

Ensure audit policy for user access start and end times are enabled. 

Verify events are written to the log. 

Validate system documentation is current. 

If user access start and end times do not generate log records, this is a finding.",,Configure the container platform to generate audit log for user access start and end times for any all accounts and services. Revise all applicable system documentation.,,CAT II,"Logins audits are shown within the Console’s Manage - View Logs - History
Logout audits are shown within the Console’s Manage - View Logs - Console","https://docs.twistlock.com/docs/compute_edition/howto/review_debug_logs.html

https://docs.twistlock.com/docs/compute_edition/audit/audit_admin_activity.html",
AU-12 c,CCI-000172,SRG-APP-000506-CTR-001290,,The container platform must generate audit records when concurrent logons from different workstations and systems occur.,Prisma Cloud Compute must capture the authenticating user’s IP address,"The container platform and its components must generate audit records for concurrent logons from workstations perform remote maintenance, runtime instances, connectivity to the container registry, and keystore. All the components must use the same standard so the events can be tied together to understand what took place within the overall container platform. This must establish, correlate, and help assist with investigating the events relating to an incident, or identify those responsible.",The ability to monitor a users login source IP address will ensure the safe and intended operation of Prisma Cloud Compute. ,Applicable - Inherently Meets,"Review the container platform configuration for audit logon events. 

Ensure audit policy for concurrent logons from different workstations and systems is enabled. 

Verify events are written to the log. 

Validate system documentation is current. 

If concurrent logons from different workstations and systems do not generate log records, this is a finding.",,Configure the container platform to generate audit log for concurrent logins from multiple workstations and systems. Revise all applicable system documentation.,,CAT II,,,IP source is dependent upon the network architecture and possible network address translations
AU-12 c,CCI-000172,SRG-APP-000507-CTR-001295,,The container platform runtime must generate audit records when successful/unsuccessful attempts to access objects occur.,Prisma Cloud Compute Trusted Images must be enabled,"Container platform runtime objects are defined as configuration files, code, etc. This provides the ability to configure resources and software parameters prior to image execution from the container platform registry. An unauthorized user with malicious intent could modify existing objects causing vulnerabilities or attacks. It would be difficult to establish, correlate, and investigate events relating to an incident or identify those responsible without audit record generation.

Without audit record generation, unauthorized users can access objects unknowingly for malicious intent creating vulnerabilities within the container platform.","Prisma Cloud Compute’s Trusted images is a security control that lets you declare, by policy, which registries, repositories, and images you trust, and how to respond when untrusted images are started in your environment.",Applicable - Configurable,"Review the container platform configuration to verify that the runtime generates audit records on successful/unsuccessful access to objects. 

If audit records are not generated by the runtime when objects are successfully/unsuccessfully accessed, this is a finding.",Navigate to Prisma Cloud Compute Console’s Defend -Compliance - Trusted Images - Policy and if Trusted images rules is set to off this is a finding,Configure the container platform runtime to generate audit records on successful/unsuccessful access to objects.,Navigate to Prisma Cloud Compute Console’s Defend -Compliance - Trusted Images - Policy and set Trusted images rules to on,CAT II,Trusted Image compliance feature configuration is audited as an administrative event.,https://docs.twistlock.com/docs/compute_edition/compliance/trusted_images.html,Trusted Images will control the behaviors of when an untrusted image tries to start as a container
